Emotion,author,Sentence
surprise,MissxMarisa,"@Zanna85 Bill can take me to Fangtasia and hit this shot anytime! &quot;Roads, where we're going we don't need roads.&quot; LOVE that part!"
surprise,m4sure,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.
surprise,musicchild0,Making a birthday song to a special person!!
surprise,moaninjoan,@officialTila wow... that was very sexy
surprise,jzagami,"@wonko42 and staff rooms, It will be intersting to see how K12 faces this when every kid has a laptop"
surprise,Javlin_Narez,@CarterRonson It's going at 11 am here.. I'm overseas  y u up so early tho
surprise,ShoeGal007,@sarahjpin ha! you're right...I know you're right.
surprise,Rayban_Rockss,having my brecky. Good Morning  x
surprise,Awadox,Cinema tonight  it is half the price on Monday ;)
surprise,JillAlexandra,@Brittanya69 you are so sexy mama!
surprise,SOML,"@Melorailiana Welcome, you were our 10,000th follower! it's very late CA time but we stayed up to meet you"
surprise,snoweider,rock pooling.  Can't believe I get paid for this!
surprise,mbogle,@geemaree Yeah it's a really fascinating paper isn't it? Credit goes to @metaweb20 for the discovery
surprise,kenarmstrong1,@eBeth I can hear it now...
surprise,Pooja4logs,@vjkarthik  they r the most random things that my mind can churn..as the Chennai heat gets to me I can assure u these will b more often.
surprise,mchawk,@FanboyGeekStu That's one of the reasons we thought &quot;Should we have a kid?&quot;  &quot;Nah - let's get a piano instead.&quot;    You poor buggers
surprise,aparakirti,@Lord_Kartz I've been studying for a year now  And 5 years in school...
surprise,__danielle_x,"@marlycat woman, follow me"
surprise,asheraw,"@producersinc Yep, I actually do! =D hehe so.. hi Kathy~"
surprise,ktixx,Love johnny deep looks in public enemies (L) I'll catch this film when show in HK
surprise,sakura_sakuharu,@thebleachworks http://twitpic.com/4f0l0 - So beautiful!! This lake is like a mirror!
surprise,fajarjasmin,"@rifie Oh, wow, you're fast   How's life going ? It's been 6 months ya ? XD"
surprise,ashleyhealy,@torresk hahaha I didn't even notice the name - LICE
surprise,AngelSandre,"@JoanLunden  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality &amp; face in the a.m.    Hugs, Angel"
surprise,nesslovesbee,@JP5486 heyy its ur bday?!!happy birthday!
surprise,RondasX,@lillytown the happiest place on earth  j'adore
surprise,Sjoeba11,"@MLimburg it's the small things in life that count, like being on a blur photograph of google streetview..  keep following !!!"
surprise,bennyboywonder,@windswept_trees  True. That's kind of your style isn't it  and less of the &quot;old chap&quot; ;-)
surprise,aarthycrazy,"@richa_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu..."
surprise,EUHunter,Apparently its Star Wars Day today - so May the 4th be with you  http://tinyurl.com/axsujx
surprise,EmilyNatanya,"Boss just texted me, I HAVE THE DAY OFF! YES&lt; YES AND YES AGAIN!"
surprise,NatsuMeiyo,@Velf79 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd
surprise,jazzsimon,"whatever will be, will be"
surprise,Yindaa,@taylorswift13 :] Today is a bank holiday so not many places will be open until tomorrow.         Welcome back!
surprise,MrsMW,@ArieleMoonfire  does it mean you will b going 2 bed earlier on Mondays?
surprise,tdes,@chishiki Welcome back to Japan
surprise,EmilyWalker,@taylorswift13    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!
surprise,sarah170394,is very excited! jonas tickets are on sale 2morrow
surprise,stevenschlom,Goodmorning World
surprise,rolfwamfjell,@Tim_Whincop too complex and too much to consider on a day like today. Monday off. My brain is back tomorrow
surprise,WkdSelina,"@Oreosandcheese yvw hun  ... I agree boy touts!! Freakin hate them with a vengeance! Good luck in sellin,sure someone will def snap up!!"
surprise,KathrynAnderson,@taylorswift13 you're in London?! Wow! I'm near there
surprise,tay22lor,"@andrew_2229 both, at the same time"
surprise,jollyjinx,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock
surprise,trampled,"@_elj Appreciated,uni email is helpful.."
surprise,danielhj88,"is now following Chester Bennington, awesome!"
surprise,eliescha,@SarahAMurdoch everyone loves u sarah not just the tweeters! the today show couldnt stop raving about your beautifulness...
surprise,_Jodii,@taylorswift13 your in london?   are you doing any shows here?
surprise,cintabunga,wondering what on earth is this new tools for
surprise,andreeatanasesc,back in bucharest
surprise,RhianAllan,"@noreenjuliano Glad you like it  took around 2 and a half hours, would have been less but i kept stopping for food breaks haha  i was"
surprise,ryanmwilson,"@shaddybabybitch hey! im rly sick atm, so i cant stay and chat, but hope ur well"
surprise,Eridanie,@capn_mactastic I dunno ;p How'd I end up waking up at 2 am? It's a mysterious world
surprise,zeddish,"@bubbles3563 Hey, nothing wrong with that!"
surprise,Amillion2one,@robygirl53 Not a prob hun
surprise,parhamdoustdar,"@ARustedSmile Oh, I thought it's only a man-ly problem to not be able to figure out your mom. So now it's official! Mom's are weird!"
surprise,jdrydenUK,@theiBlog Haha I like that. You're actually saying thanks to the bots! Never looked at it like that.
surprise,nellyaw,@stevencohmer -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe
surprise,sherryjonas,"@taylorswift13 Hello there, Taylor  I MISS YOU. Its been 2 months &lt;/3"
surprise,shegwaskai,@vhcoffee And the first thing you did was get your twit on....
surprise,lindabutterfly,http://tinyurl.com/67sk5r Follow my blog and I'll follow yours
surprise,windkoh,"@limyh I'm not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1."
surprise,jakieee08,lol how I met your mother
surprise,binibiningPAT,Photo: That�s what you call HOPE.  http://tumblr.com/xww1phh33
surprise,RD1024,"Down the beach again, sea is really flat"
surprise,oceb,"@mayoberry mmm, athletic!!"
surprise,WinObs,@mauvedeity Umm don't ya mean ship
surprise,guy_david,Mount dishes have been conquered. Dish land is ours
surprise,keshie,"had an answered prayer which caught me by surprise. LORD, you are amazing!"
surprise,mizzlizwhizz,@penelopeoverton George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature
surprise,tigerangel71,Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv
surprise,LucieMinor,no food in the cupboards... sent mum to Tesco
surprise,francesespiritu,"@jdennes thank you, you are my first follower"
surprise,nathanryder,I'm so stupid! It's Star Wars Day!!! May the 4th be with you!!!
surprise,Lizzi_85,"@dizzycoolbabe  Im good ta. bit tired cos i've been wking all wkend but other than that, all good  How's you?"
surprise,NettasNursery,We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here
surprise,cel_xox,"@DHughesy no your not  they are very cute, how you going being a daddy?"
surprise,brittanimorgan,My palms are itchy. Doesn't that mean something about coming into a great deal of money?
surprise,Zutopian,Extremely happy to see my new track &quot;The Awakening&quot; featured on Indivibe   http://www.indivibe.com/vibe.php?city=1
surprise,LucieBoo,Jammin To Capital In My Garden  xx
surprise,nikkyl17,"I've been losing myself into too many Taiwanese dramas.... ????, ??????, ????... this is not good. XD But Wu Chun! Eeeeeee."
surprise,Warin,IE8 nearing 6% according to my stats. FF 3.0.10 adoption rate amazes me
surprise,FranBabes,"@michelleer well to me it's summer when the cricket season starts actually  and yeah, so do i. but only when they have sparkly wings"
surprise,mintUt17,net .. net .. net ..  hmm. bad weather .. weird summer!
surprise,Cyntaxerror,@oriSTUDFARM very impressed
surprise,babysitterdirec,Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!
surprise,varunshridhar,"@kadambariyer wow, I see a Mr.B obsession in you!!"
surprise,SamuelHorler,One year with Emily. WOW!  (L)
surprise,emilylouisemei,omg himym! one of the best shows on earth
surprise,raynorgan,"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back."
surprise,JemimahB,@jonasbrothers http://twitpic.com/3bnas - Can't wait to actually hear what he's playing  love you Nick x
surprise,pianoboex,"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack."
surprise,Nathaliejamois,@laurenceobrien Thank you  xo
surprise,PremaLucas,@alandavies1 diggin' your moustachio! Looking good daddio!
surprise,emmaketurah,JD and Turk make me laugh  #scrubs
surprise,martinbonnin,will play quake3 in 3min
surprise,witsandnuts,@macaronigirl Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.
surprise,jordySAUROUS,@torriRAWR OMG apparantley green day are touring here in december..we are so going
surprise,Ascotiel,Have just bought a TV tuner for my laptop.  He he.  I deserve a present
surprise,TheRealJames,Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain
surprise,jezhiggins,@phil_nash Ba-dum-tish!  You win
surprise,aaronnw,About to take a shower. Then see how annas doing
surprise,hokeypokeyindia,"@ankitbathija Thanks mate, just came on board here at Twitter ...  .. tweet up sounds great.."
surprise,djsolidbase,"@kontorrecords yes i do, how can I not?"
surprise,AnonymousFondle,@blue_north27 http://twitpic.com/4jcjr - Mmm yummy... looks like an invitation to me
surprise,tschisirocks,I'm on Twitter now... how cool am I? and now let's go to McDo
surprise,schaeferj89,@DJ_Joelted i will definately be there tomorrow
surprise,felicityfuller,@ladybug8320 that is definitely a blast from the past
surprise,kezzibugx3,"@kate38381849 haha, yeah i meant mall! -winks back-"
surprise,jowadsworth,@paulcockerton that is truly impressive. Can't come close to that. Takes the argument over whether web needs subs to a new level though
surprise,remmulpaidualc,"@LauriM OH WAIT, I read that wrong. OK hellboy"
surprise,Jersey3000,@AandDfilms OMG rated 10 stars
surprise,anneliese123,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can't breathe!  &lt;3 &lt;3
surprise,irenebarts,"@avataraang awww ) where'd you get that? hugh is so thin. no traces of being wolverine yet. btw, who's that other guy besides RDJ?"
surprise,2mins13s,"has just finished watching masterchef. Surprisingly (perhaps), it's good"
surprise,Peulo,@magh aw. you level up. haha but just try to manage your money.
surprise,Aleeexis,morrrning. time for school. (: time to learn!
surprise,Angelicapod,Excited! Double Bio today.   I don't have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?
surprise,ReesieY,@ChrisCuomo oh my! Nothing like a rabid racoon to get the adrenaline going in the morning. Better than a cup of coffee.
surprise,chrismade,just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there
surprise,skouhus,@rscheuer OK looking forward to that
surprise,DarthKeyhole,@grekwood laze about ! It's. The bank holiday law
surprise,yojibee,@ewanspence Yay! I am not the only Eurovision fan on twitter  #eurovision2009
surprise,trishaelyca,@eyyJD Heard that your dad would be going here in September. Would you also come with him?
surprise,Heartnet13,"@heyitskesa: Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol"
surprise,k_griffiths,@jakeperks - Woo! Great subject for this month. Now I can use my sparklers
surprise,freshfluke,"@dj_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! @djtechtools)"
surprise,chaosbot,"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on"
surprise,JordanZac,@kainaussie aww way to make me feel special
surprise,Tammy24_7,Finally changed my pic after wanting to do it for so long. I was getting rather sick of that black and white pic.
surprise,xnicola,auntie diane wins quote of the day &quot;and hes the incredible hulk&quot;
surprise,nokconv,"@BRIAN_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?"
